,Numero_expedient,Dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_tipus_vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet
256,2019S007681    ,Ds,2019,10,Octubre,5,14,Tarda,Turisme,I 30 N,HYUNDAI,Blanc,B,19
257,2019S004185    ,Dj,2019,5,Maig,30,13,Matí,Furgoneta,FIORINO,FIAT,Blanc,B,25
258,2019S004185    ,Dj,2019,5,Maig,30,13,Matí,Motocicleta,CBF125M,HONDA,Negre,B,7
259,2019S004185    ,Dj,2019,5,Maig,30,13,Matí,Motocicleta,JOYMAX 125I SPORT,S.Y.M,Blau,B,33
260,2019S003689    ,Dl,2019,5,Maig,13,23,Nit,Tractor camió,440.18 T 4X2,RENAULT,Blanc,C1,13
261,2019S003689    ,Dl,2019,5,Maig,13,23,Nit,Turisme,ZAFIRA,OPEL,Negre,B,18
262,2019S002173    ,Dc,2019,3,Març,20,14,Tarda,Tot terreny,RANGE ROVER EVO,LAND ROVER,Blanc,B,Desconegut
263,2019S002173    ,Dc,2019,3,Març,20,14,Tarda,Turisme,IBIZA,SEAT,Blanc,B,4
264,2019S002173    ,Dc,2019,3,Març,20,14,Tarda,Turisme,MAZDA 6,MAZDA,granate,B,15
265,2019S005720    ,Dj,2019,7,Juliol,18,19,Tarda,Motocicleta,CBR 600 F,HONDA,Vermell,A,31
266,2019S005720    ,Dj,2019,7,Juliol,18,19,Tarda,Motocicleta,MTN690-U  (MT-07),YAMAHA,Gris,A2,2
267,2019S008013    ,Dc,2019,10,Octubre,16,15,Tarda,Motocicleta,SH 300,HONDA,Desconegut,A2,8
268,2019S008013    ,Dc,2019,10,Octubre,16,15,Tarda,Tractor camió,S580 A6X2/4 NB,SCANIA,Desconegut,D,26
269,2019S006746    ,Dv,2019,8,Agost,30,21,Tarda,Turisme,Superb,SKODA,Negre,B,29
270,2019S001305    ,Dl,2019,2,Febrer,18,13,Matí,Motocicleta,Beverly,PIAGGIO,Gris,B,7
271,2019S001305    ,Dl,2019,2,Febrer,18,13,Matí,Turisme,Desconegut,HYUNDAI,Gris,B,10
272,2019S001739    ,Dm,2019,3,Març,5,13,Matí,Ciclomotor,VESPA LX 5,PIAGGIO,Vermell,Llicència,23
273,2019S001739    ,Dm,2019,3,Març,5,13,Matí,Tractor camió,Desconegut,Desconegut,Blanc,E C,27
274,2019S005868    ,Dc,2019,7,Juliol,24,9,Matí,Motocicleta,J300,KAWASAKI,Verd,B,30
275,2019S005868    ,Dc,2019,7,Juliol,24,9,Matí,Turisme,A4,AUDI,Gris,A,32
276,2019S007317    ,Dg,2019,9,Setembre,22,20,Tarda,"Camió rígid <= 3,5 tones",R300DB4X2MNB,SCANIA,Desconegut,C,22
277,2019S007317    ,Dg,2019,9,Setembre,22,20,Tarda,Motocicleta,FIDDLE,S.Y.M,Desconegut,B,6
278,2019S004678    ,Dv,2019,6,Juny,14,11,Matí,"Camió rígid > 3,5 tones",TGA 26.320 6X4 BB,MAN,Desconegut,C,44
279,2019S006181    ,Dv,2019,8,Agost,2,20,Tarda,Turisme,TOYOTA PRIUS,TOYOTA,Negre,B,14
280,2019S005648    ,Dm,2019,7,Juliol,16,14,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Sense permís,Desconegut
281,2019S005648    ,Dm,2019,7,Juliol,16,14,Tarda,Turisme,RAPID,SKODA,Desconegut,B,40
282,2019S002438    ,Dv,2019,3,Març,29,8,Matí,Motocicleta,X Max,YAMAHA,Blanc,B,14
283,2019S001215    ,Dv,2019,2,Febrer,15,8,Matí,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
284,2019S001215    ,Dv,2019,2,Febrer,15,8,Matí,Turisme,3008,PEUGEOT,Blau,B,29
285,2019S005519    ,Dv,2019,7,Juliol,12,4,Nit,Turisme,GALANT,MITSUBISHI,Verd,Desconegut,Desconegut
286,2019S004446    ,Dj,2019,6,Juny,6,15,Tarda,Motocicleta,MW125,YAMAHA,Negre,Es desconeix,Desconegut
287,2019S004446    ,Dj,2019,6,Juny,6,15,Tarda,Turisme,TRANSIT CONNECT,FORD,Negre/Groc,BTP,5
288,2019S009127    ,Dm,2019,11,Novembre,26,4,Nit,"Camió rígid > 3,5 tones",AD260S27YÑPS GN,IVECO BUS,Blanc,C,13
289,2019S002914    ,Ds,2019,4,Abril,13,9,Matí,Bicicleta, ,DECATHLON,Blanc,Desconegut,Desconegut
290,2019S002914    ,Ds,2019,4,Abril,13,9,Matí,Turisme,IBIZA,SEAT,Blanc,B,10
291,2019S002964    ,Dl,2019,4,Abril,15,20,Tarda,Motocicleta,AN400A,SUZUKI,Negre,Desconegut,Desconegut
292,2019S002964    ,Dl,2019,4,Abril,15,20,Tarda,Taxi,LODGY,DACIA,Negre/Groc,B,5
293,2019S002332    ,Dm,2019,3,Març,26,8,Matí,Motocicleta,CB 500,HONDA,Negre,B,16
294,2019S002332    ,Dm,2019,3,Març,26,8,Matí,Taxi,PRIUS,TOYOTA,Negre/Groc,B,10
295,2019S009280    ,Dv,2019,11,Novembre,29,21,Tarda,Ciclomotor,ES2,ASKOLL,Blanc,B,1
296,2019S009280    ,Dv,2019,11,Novembre,29,21,Tarda,Furgoneta,PARTNER,PEUGEOT,Blanc,B,10
297,2019S009434    ,Dv,2019,12,Desembre,6,20,Tarda,Autobús,BRAVO I R CITY,AYATS,Desconegut,D,26
298,2019S009434    ,Dv,2019,12,Desembre,6,20,Tarda,Turisme,ATECA,SEAT,Desconegut,B,10
299,2019S004321    ,Dl,2019,6,Juny,3,8,Matí,Altres vehicles sense motor,M-365,XIAOMI,Negre,Desconegut,Desconegut
300,2019S004321    ,Dl,2019,6,Juny,3,8,Matí,Bicicleta,Desconegut,BTWIN,Negre,Desconegut,Desconegut
301,2019S000059    ,Dj,2019,1,Gener,3,11,Matí,"Camió rígid <= 3,5 tones", ,MAN,Desconegut,C,21
302,2019S005910    ,Dj,2019,7,Juliol,25,16,Tarda,Turisme,YPSILON,LANCIA,Blanc,B,28
303,2019S000452    ,Dv,2019,1,Gener,18,10,Matí,"Camió rígid <= 3,5 tones",35C,IVECO FIAT,Blanc,B,8
304,2019S004501    ,Ds,2019,6,Juny,8,0,Nit,Motocicleta,RKS,KEEWAY,Negre,B,8
305,2019S004501    ,Ds,2019,6,Juny,8,0,Nit,Taxi,PRIUS,TOYOTA,Negre/Groc,B,13
306,2019S001032    ,Dv,2019,2,Febrer,8,16,Tarda,"Camió rígid <= 3,5 tones",ATLEON,NISSAN,Blanc,B,10
307,2019S005789    ,Dg,2019,7,Juliol,21,19,Tarda,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut
308,2019S005789    ,Dg,2019,7,Juliol,21,19,Tarda,Taxi,Rodius,SSANGYONG,Negre/Groc,B,15
309,2019S004784    ,Dc,2019,6,Juny,19,1,Nit,Motocicleta,LIBERTY 125,PIAGGIO,Blanc,B,Desconegut
310,2019S008262    ,Dj,2019,10,Octubre,24,18,Tarda,Turisme,RAPID,SKODA,Negre/Groc,B,41
311,2019S000977    ,Dc,2019,2,Febrer,6,23,Nit,"Camió rígid > 3,5 tones", ,DAF-HERMANNS,Taronja,C,11
312,2019S005305    ,Dj,2019,7,Juliol,4,23,Nit,"Camió rígid <= 3,5 tones",PREMIUM 310.26,RENAULT,Blanc,C,13
313,2019S005548    ,Dv,2019,7,Juliol,12,20,Tarda,Autobús,LION S CITY,MAN,Vermell,D,8
314,2019S002658    ,Dv,2019,4,Abril,5,7,Matí,Motocicleta,YP125E,YAMAHA,Negre,B,11
315,2019S002354    ,Dl,2019,3,Març,25,14,Tarda,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut
316,2019S002354    ,Dl,2019,3,Març,25,14,Tarda,Taxi,TOYOTA PRI,TOYOTA,Negre/Groc,B,43
317,2019S005337    ,Dv,2019,7,Juliol,5,20,Tarda,Veh. mobilitat personal amb motor,Desconegut,XIAOMI,Negre,B,12
318,2019S005722    ,Dj,2019,7,Juliol,18,16,Tarda,Ciclomotor,VESPA S50 2T,PIAGGIO,Blanc,AM,14
319,2019S005722    ,Dj,2019,7,Juliol,18,16,Tarda,Taxi,LODGY,DACIA,Negre/Groc,B,16
320,2019S000830    ,Dj,2019,1,Gener,31,16,Tarda,Bicicleta, ,SAAB,Altres,B,27
321,2019S000830    ,Dj,2019,1,Gener,31,16,Tarda,Taxi,LEON,SEAT,Negre/Groc,B,24
322,2019S007925    ,Ds,2019,10,Octubre,12,19,Tarda,"Camió rígid > 3,5 tones",40C14 GNC,IVECO BUS,Blanc,C,4
323,2019S008647    ,Dv,2019,11,Novembre,8,7,Matí,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut
324,2019S001386    ,Dj,2019,2,Febrer,21,8,Matí,"Camió rígid <= 3,5 tones",CABSTAR,NISSAN,Blanc,C,12
325,2019S009201    ,Dj,2019,11,Novembre,28,11,Matí,Bicicleta,Desconegut,Desconegut,Taronja,B,8
326,2019S003712    ,Dm,2019,5,Maig,14,16,Tarda,Motocicleta,YP 250,YAMAHA,Negre,A,1
327,2019S003712    ,Dm,2019,5,Maig,14,16,Tarda,Motocicleta,YP250RA,YAMAHA,Blanc,A,9
328,2019S009130    ,Dm,2019,11,Novembre,26,9,Matí,Bicicleta,ROCKRIDER,DECATHLON,Blanc,Sense permís,Desconegut
329,2019S009130    ,Dm,2019,11,Novembre,26,9,Matí,Motocicleta,YP250R,YAMAHA,Blanc,B,11
330,2019S004424    ,Dc,2019,6,Juny,5,19,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
331,2019S002710    ,Ds,2019,4,Abril,6,12,Matí,Motocicleta,SH 125,HONDA,Negre,A1,23
332,2019S002710    ,Ds,2019,4,Abril,6,12,Matí,Turisme,C4,CITROEN,Negre,B,1
333,2019S007328    ,Dl,2019,9,Setembre,23,8,Matí,"Camió rígid <= 3,5 tones",35C12,IVECO BUS,Blanc,B,7
334,2019S008637    ,Dj,2019,11,Novembre,7,22,Nit,Autobús,CITYCLASS 18 31,IRISBUS,Vermell,D,28
335,2019S008667    ,Dv,2019,11,Novembre,8,15,Tarda,Autobús,CITELIS 12GNC,IRISBUS,Vermell,D,13
336,2019S008667    ,Dv,2019,11,Novembre,8,15,Tarda,Motocicleta,MAJESTY S,YAMAHA,Negre,A1,10
337,2019S008751    ,Dl,2019,11,Novembre,11,20,Tarda,Autobús,CITYCLASS 18 31,IRISBUS,Vermell,D,15
338,2019S008748    ,Dl,2019,11,Novembre,11,14,Tarda,Bicicleta,Desconegut,Desconegut,Verd,Desconegut,Desconegut
339,2019S008748    ,Dl,2019,11,Novembre,11,14,Tarda,Taxi,CADDY,VOLKSWAGEN,Negre/Groc,B,3
340,2019S008748    ,Dl,2019,11,Novembre,11,14,Tarda,Taxi,Rodius,SSANGYONG,Negre/Groc,B,6
341,2019S004517    ,Ds,2019,6,Juny,8,12,Matí,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
342,2019S004549    ,Dl,2019,6,Juny,10,17,Tarda,Bicicleta, ,ES DESCONEIX,Negre,Desconegut,Desconegut
343,2019S004549    ,Dl,2019,6,Juny,10,17,Tarda,Veh. mobilitat personal amb motor, ,ES DESCONEIX,Negre,Desconegut,Desconegut
344,2019S007161    ,Dm,2019,9,Setembre,17,12,Matí,Motocicleta,CB500FA,HONDA,Blanc,A,1
345,2019S007161    ,Dm,2019,9,Setembre,17,12,Matí,Motocicleta,NINJA 250R,KAWASAKI,Vermell,A2,1
346,2019S007161    ,Dm,2019,9,Setembre,17,12,Matí,Turisme,A3 2.0,AUDI,Negre,B,4
347,2019S003865    ,Dg,2019,5,Maig,19,18,Tarda,Motocicleta,BESBI,DAELIM,Altres,B,12
348,2019S003865    ,Dg,2019,5,Maig,19,18,Tarda,Turisme,FIAT LINEA,FIAT,Negre/Groc,B,2
349,2019S004657    ,Dv,2019,6,Juny,14,11,Matí,"Camió rígid <= 3,5 tones",35C15,IVECO BUS,Blanc,C,6
350,2019S004657    ,Dv,2019,6,Juny,14,11,Matí,Motocicleta,NSS125AD,HONDA,Gris,A,8
351,2019S007734    ,Dl,2019,10,Octubre,7,13,Matí,Motocicleta,UH 125,SUZUKI,Desconegut,B,6
352,2019S007734    ,Dl,2019,10,Octubre,7,13,Matí,Turisme,DOBLO,FIAT,Desconegut,B,18
353,2019S001041    ,Ds,2019,2,Febrer,9,5,Nit,Motocicleta,SH 300,HONDA,Negre,A2,9
354,2019S004655    ,Dc,2019,6,Juny,12,21,Tarda,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut
355,2019S004655    ,Dc,2019,6,Juny,12,21,Tarda,Veh. mobilitat personal amb motor,M-365,XIAOMI,Blanc,Desconegut,Desconegut
356,2019S006286    ,Dc,2019,8,Agost,7,14,Tarda,Turisme,207,PEUGEOT,Gris,B,40
357,2019S006286    ,Dc,2019,8,Agost,7,14,Tarda,Turisme,A 200 D,MERCEDES-BENZ,Blanc,B,10
358,2019S006286    ,Dc,2019,8,Agost,7,14,Tarda,Turisme,C4,CITROEN,Negre,B,6
359,2019S006286    ,Dc,2019,8,Agost,7,14,Tarda,Turisme,FIESTA,FORD,Blau,B,15
360,2019S006286    ,Dc,2019,8,Agost,7,14,Tarda,Turisme,FOCUS 4 PUERTAS PORT N,FORD,Gris,B,43
361,2019S006286    ,Dc,2019,8,Agost,7,14,Tarda,Turisme,NISSAN QASHQAI,NISSAN,Gris,B,30
362,2019S006286    ,Dc,2019,8,Agost,7,14,Tarda,Turisme,TOURAN,VOLKSWAGEN,Blanc,B,31
363,2019S006286    ,Dc,2019,8,Agost,7,14,Tarda,Turisme,TOYOTA RAV4,TOYOTA,Negre,B1,Desconegut
364,2019S006286    ,Dc,2019,8,Agost,7,14,Tarda,Turisme,YARIS,TOYOTA,Blau,B,17
365,2019S000721    ,Dg,2019,1,Gener,27,18,Tarda,Bicicleta,Desconegut,ES DESCONEIX,Desconegut,Desconegut,Desconegut
366,2019S000721    ,Dg,2019,1,Gener,27,18,Tarda,Bicicleta,Desconegut,PEUGEOT,Verd,Desconegut,Desconegut
367,2019S007480    ,Dg,2019,9,Setembre,29,4,Nit,Turisme,SLK200,MERCEDES,Negre,B,20
368,2019S004468    ,Dv,2019,6,Juny,7,10,Matí,Motocicleta,MT 125,YAMAHA,Negre,B,23
369,2019S004468    ,Dv,2019,6,Juny,7,10,Matí,Turisme,KA+,FORD,Blau,B,1
370,2019S007871    ,Dj,2019,10,Octubre,10,23,Nit,"Camió rígid > 3,5 tones",ML140E24 E25/P,IVECO BUS,Blanc,C,13
371,2019S005336    ,Dv,2019,7,Juliol,5,16,Tarda,"Camió rígid <= 3,5 tones",SCUDO,FIAT,Desconegut,B,33
372,2019S003876    ,Dl,2019,5,Maig,20,8,Matí,"Camió rígid > 3,5 tones", ,SCANIA,Desconegut,C,33
373,2019S001557    ,Dm,2019,2,Febrer,26,19,Tarda,Taxi,PRIUS,TOYOTA,Negre/Groc,B,21
374,2019S001557    ,Dm,2019,2,Febrer,26,19,Tarda,Turisme,LAGUNA,RENAULT,Vermell,Desconegut,Desconegut
375,2019S004115    ,Dm,2019,5,Maig,28,8,Matí,"Camió rígid > 3,5 tones",1823K,MERCEDES-BENZ,Desconegut,Es desconeix,Desconegut
376,2019S004331    ,Dl,2019,6,Juny,3,9,Matí,"Camió rígid <= 3,5 tones",11224LC,MAN,Desconegut,Desconegut,Desconegut
377,2019S002007    ,Dj,2019,3,Març,14,20,Tarda,Turisme,DOKKER,DACIA,Gris,B,34
378,2019S000051    ,Dj,2019,1,Gener,3,8,Matí,"Camió rígid > 3,5 tones",Desconegut,ISUZU,Blanc,B,26
379,2019S005433    ,Dm,2019,7,Juliol,9,16,Tarda,Motocicleta,GLR1251WH,HONDA,Desconegut,B,5
380,2019S000879    ,Ds,2019,2,Febrer,2,19,Tarda,Motocicleta, ,COOLTRA,Blanc,B,9
381,2019S007674    ,Ds,2019,10,Octubre,5,6,Matí,Taxi,ALTEA XL,SEAT,Negre/Groc,B,3
382,2019S007674    ,Ds,2019,10,Octubre,5,6,Matí,Turisme,206 5P XLINE 1.4,PEUGEOT,Gris,B,41
383,2019S003565    ,Dj,2019,5,Maig,9,15,Tarda,Turisme,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,32
384,2019S007875    ,Dv,2019,10,Octubre,11,5,Nit,"Camió rígid <= 3,5 tones",Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
385,2019S007875    ,Dv,2019,10,Octubre,11,5,Nit,Furgoneta,BERLINGO,CITROEN,Blanc,Desconegut,Desconegut
386,2019S008482    ,Dg,2019,11,Novembre,3,15,Tarda,Turisme,LEON,SEAT,Desconegut,B,47
387,2019S008361    ,Dm,2019,10,Octubre,29,12,Matí,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut
388,2019S008361    ,Dm,2019,10,Octubre,29,12,Matí,Turisme,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,37
389,2019S008768    ,Dm,2019,11,Novembre,12,13,Matí,Turisme,5008 ACT 16 BHDI 120,PEUGEOT,Negre/Groc,B,29
390,2019S006329    ,Dv,2019,8,Agost,9,9,Matí,Motocicleta,FORTY-EIGHT,HARLEY DAVIDSON,Negre,A2,2
391,2019S008205    ,Dc,2019,10,Octubre,23,14,Tarda,Motocicleta,LEONCINO 500,BENELLI,Negre,B,3
392,2019S008205    ,Dc,2019,10,Octubre,23,14,Tarda,Motocicleta,SH 125,HONDA,Gris,B,9
393,2019S006979    ,Dl,2019,9,Setembre,9,10,Matí,Turisme,ALTEA XL,SEAT,Altres,B,22
394,2019S000355    ,Dm,2019,1,Gener,15,11,Matí,Motocicleta,AGILITY 125,KYMCO,Negre,B,14
395,2019S000355    ,Dm,2019,1,Gener,15,11,Matí,Turisme,MONDEO,FORD,Negre,B,19
396,2019S009861    ,Ds,2019,12,Desembre,21,14,Tarda,Ciclomotor,JET 14 50,S.Y.M,Negre,B,3
397,2019S009861    ,Ds,2019,12,Desembre,21,14,Tarda,Ciclomotor,VESPA S50 2T,PIAGGIO,Blanc,B,4
398,2019S009599    ,Dv,2019,12,Desembre,13,11,Matí,Furgoneta,TOURNEO CONNECT,FORD,Blau,B,11
399,2019S009599    ,Dv,2019,12,Desembre,13,11,Matí,Motocicleta,SEVENTY FIVE,MASH,Blanc,B,7
400,2019S002397    ,Dc,2019,3,Març,27,21,Tarda,Motocicleta,SUPER DINK,KYMCO,Gris,B,13
401,2019S002397    ,Dc,2019,3,Març,27,21,Tarda,Taxi,RAPID,SKODA,Negre/Groc,B,16
402,2019S002397    ,Dc,2019,3,Març,27,21,Tarda,Turisme,CRV,HONDA,Gris,B,28
403,2019S002397    ,Dc,2019,3,Març,27,21,Tarda,Turisme,PASSAT,VOLKSWAGEN,Negre,B,13
404,2019S003162    ,Dj,2019,4,Abril,25,11,Matí,Motocicleta,BURGMAN,SUZUKI,Negre,A2,3
405,2019S003162    ,Dj,2019,4,Abril,25,11,Matí,Taxi,ALHAMBR.1.9TDI 6V,SEAT,Negre/Groc,B,26
406,2019S004929    ,Dg,2019,6,Juny,23,16,Tarda,Bicicleta, ,ES DESCONEIX,Negre,Desconegut,Desconegut
407,2019S004929    ,Dg,2019,6,Juny,23,16,Tarda,Turisme,LODGY,DACIA,Negre/Groc,B,29
408,2019S003249    ,Dg,2019,4,Abril,28,18,Tarda,Motocicleta,GPD125 A,YAMAHA,Desconegut,B,18
409,2019S005739    ,Dv,2019,7,Juliol,19,14,Tarda,Bicicleta,Desconegut,Desconegut,Negre,B,20
410,2019S005739    ,Dv,2019,7,Juliol,19,14,Tarda,Turisme,CADDY,VOLKSWAGEN,Negre/Groc,B,13
411,2019S008752    ,Dl,2019,11,Novembre,11,21,Tarda,Motocicleta,LIBERTY 125,PIAGGIO,Desconegut,B,8
412,2019S008752    ,Dl,2019,11,Novembre,11,21,Tarda,Veh. mobilitat personal amb motor,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
413,2019S002493    ,Ds,2019,3,Març,30,21,Tarda,Motocicleta,CBF 250,HONDA,Blau,A2,1
414,2019S002493    ,Ds,2019,3,Març,30,21,Tarda,Turisme,Desconegut,SEAT,Blanc,Desconegut,Desconegut
415,2019S003414    ,Ds,2019,5,Maig,4,4,Nit,Turisme,C 220 D,MERCEDES-BENZ,Gris,B,2
416,2019S003414    ,Ds,2019,5,Maig,4,4,Nit,Turisme,MEGANE,RENAULT,Taronja,B,13
417,2019S001859    ,Ds,2019,3,Març,9,12,Matí,Furgoneta,115 CDI,MERCEDES,Groc,B,1
418,2019S001859    ,Ds,2019,3,Març,9,12,Matí,Turisme,FOCUS,FORD,Blanc,B,1
419,2019S009649    ,Ds,2019,12,Desembre,14,22,Nit,Autobús articulat,7900,VOLVO,Vermell,E D,23
420,2019S009649    ,Ds,2019,12,Desembre,14,22,Nit,Turisme,C 240,MERCEDES-BENZ,Negre,B,47
421,2019S003719    ,Dm,2019,5,Maig,14,22,Nit,Motocicleta,SV650,SUZUKI,Blau,A2,5
422,2019S003719    ,Dm,2019,5,Maig,14,22,Nit,Taxi,TOLEDO,SEAT,Negre/Groc,B,6
423,2019S003719    ,Dm,2019,5,Maig,14,22,Nit,Turisme,S60,VOLVO,Gris,B,28
424,2019S009726    ,Dm,2019,12,Desembre,17,21,Tarda,Bicicleta, ,BICING,Vermell,Desconegut,Desconegut
425,2019S009726    ,Dm,2019,12,Desembre,17,21,Tarda,Turisme,PRIUS ECO,TOYOTA,Negre/Groc,B,7
426,2019S009486    ,Dv,2019,12,Desembre,6,22,Nit,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
427,2019S000447    ,Dv,2019,1,Gener,18,0,Nit,Bicicleta,Desconegut,ES DESCONEIX,Blanc,Desconegut,Desconegut
428,2019S000447    ,Dv,2019,1,Gener,18,0,Nit,Motocicleta,SES 125,HONDA,Desconegut,B,2
429,2019S000389    ,Dc,2019,1,Gener,16,3,Nit,"Camió rígid > 3,5 tones",M 18.22 TRZ,IPV,Blanc,C,4
430,2019S005198    ,Dm,2019,7,Juliol,2,9,Matí,Motocicleta,SH125AD,HONDA,Gris,B,15
431,2019S005198    ,Dm,2019,7,Juliol,2,9,Matí,Taxi,TOLEDO,SEAT,Negre/Groc,B,14
432,2019S001958    ,Dc,2019,3,Març,13,10,Matí,"Camió rígid <= 3,5 tones",CABSTAR,NISSAN,Blanc,B,24
433,2019S004205    ,Dj,2019,5,Maig,30,23,Nit,Bicicleta, ,BTWIN,Groc,Es desconeix,Desconegut
434,2019S004205    ,Dj,2019,5,Maig,30,23,Nit,Taxi,TOYOTA PRIUS,TOYOTA,Negre/Groc,B,3
435,2019S005795    ,Dl,2019,7,Juliol,22,2,,Motocicleta,XP530D-A  (TMAX DX),YAMAHA,Negre,A,12
436,2019S006449    ,Dj,2019,8,Agost,15,22,Nit,Ciclomotor,ES2,ASKOLL,Blanc,B,1
437,2019S006449    ,Dj,2019,8,Agost,15,22,Nit,Taxi,Desconegut,Desconegut,Negre/Groc,Desconegut,Desconegut
438,2019S006390    ,Dl,2019,8,Agost,12,19,Tarda,Motocicleta,CBR125R,HONDA,Negre,B,6
439,2019S006392    ,Dl,2019,8,Agost,12,19,Tarda,Autobús,NL243F/GNC,MAN,Desconegut,D,11
440,2019S006392    ,Dl,2019,8,Agost,12,19,Tarda,Turisme,C4,CITROEN,Gris,B,30
441,2019S000638    ,Dj,2019,1,Gener,24,8,Matí,Motocicleta,FZ6 N,YAMAHA,Negre,A,22
442,2019S000638    ,Dj,2019,1,Gener,24,8,Matí,Tractor camió,400 18T,RENAULT,Blanc,E C,25
443,2019S002431    ,Dj,2019,3,Març,28,17,Tarda,Autobús,CITYCLASS-,IRISBUS,Vermell,D,19
444,2019S002394    ,Dc,2019,3,Març,27,18,Tarda,Furgoneta,VIVARO,OPEL,Blanc,B,1
445,2019S002394    ,Dc,2019,3,Març,27,18,Tarda,Turisme,TRANSIT COURIER,FORD,Gris,B,7
446,2019S004283    ,Ds,2019,6,Juny,1,1,Nit,Ciclomotor,ES2,ASKOLL,Blanc,B,2
447,2019S005313    ,Dv,2019,7,Juliol,5,7,Matí,"Camió rígid <= 3,5 tones",Desconegut,MITSUBISHI,Vermell,B,13
448,2019S002570    ,Dm,2019,4,Abril,2,18,Tarda,Turisme,TOYOTA PRIUS PLUS,TOYOTA,Desconegut,B,38
449,2019S007586    ,Dc,2019,10,Octubre,2,7,Matí,Furgoneta,MOVANO,OPEL,Blanc,B,35
450,2019S001832    ,Dv,2019,3,Març,8,9,Matí,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut
451,2019S001832    ,Dv,2019,3,Març,8,9,Matí,Turisme,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
452,2019S003235    ,Dg,2019,4,Abril,28,1,Nit,Motocicleta,NT650V,HONDA,granate,A,27
453,2019S003235    ,Dg,2019,4,Abril,28,1,Nit,Taxi,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,29
454,2019S006570    ,Dj,2019,8,Agost,22,17,Tarda,Tractor camió,URBAPLUS,GRAU,Desconegut,B,13
455,2019S004962    ,Dm,2019,6,Juny,25,16,Tarda,Autocar,K360IB4X2,SCANIA,Desconegut,D,15
456,2019S004962    ,Dm,2019,6,Juny,25,16,Tarda,Motocicleta,SYMPHONY 125 SR,S.Y.M,Desconegut,B,19
457,2019S004962    ,Dm,2019,6,Juny,25,16,Tarda,Motocicleta,UH 125,SUZUKI,Desconegut,B,13
458,2019S004962    ,Dm,2019,6,Juny,25,16,Tarda,Motocicleta,UH 125,SUZUKI,Desconegut,B,24
459,2019S006878    ,Dc,2019,9,Setembre,4,23,Nit,Motocicleta,AGILITY CITY 125,KYMCO,Negre,B,19
460,2019S009984    ,Ds,2019,12,Desembre,28,1,Nit,Turisme,CIVIC COUPE 1 6,HONDA,Vermell,B,8
461,2019S003687    ,Dl,2019,5,Maig,13,18,Tarda,Motocicleta,RR4T LC 125 CC,BETA,Desconegut,B,8
462,2019S001856    ,Ds,2019,3,Març,9,7,Matí,Furgoneta,CORSA,OPEL,Blanc,B,3
463,2019S003252    ,Dg,2019,4,Abril,28,21,Tarda,Motocicleta,F 700 GS,BMW,Desconegut,A,29
464,2019S004249    ,Dv,2019,5,Maig,31,16,Tarda,Furgoneta,NISSAN INTERSTAR,NISSAN,Desconegut,B,5
465,2019S004249    ,Dv,2019,5,Maig,31,16,Tarda,Turisme,EXEO ST ECOMOTIVE,SEAT,Blanc,B,36
466,2019S009955    ,Dj,2019,12,Desembre,26,11,Matí,Motocicleta,XT660X,YAMAHA,Blau,A,26
467,2019S009955    ,Dj,2019,12,Desembre,26,11,Matí,Turisme,Desconegut,Desconegut,Negre,Desconegut,Desconegut
468,2019S006321    ,Dv,2019,8,Agost,9,3,Nit,Turisme,A3 1.9 TDI 5V,AUDI,Gris,Desconegut,Desconegut
469,2019S004481    ,Dj,2019,6,Juny,6,17,Tarda,Turisme,V 250 D,MERCEDES-BENZ,Gris,B,21
470,2019S004481    ,Dj,2019,6,Juny,6,17,Tarda,Veh. mobilitat personal amb motor,Desconegut,Desconegut,Desconegut,Sense permís,Desconegut
471,2019S007511    ,Dl,2019,9,Setembre,30,14,Tarda,Furgoneta,VIANO,MERCEDES-BENZ,Negre,B,26
472,2019S007511    ,Dl,2019,9,Setembre,30,14,Tarda,Turisme,IBIZA,SEAT,Vermell,B,37
473,2019S007511    ,Dl,2019,9,Setembre,30,14,Tarda,Turisme,S-MAX 2.0,FORD,Gris,B,23
