,Numero_expedient,Dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_tipus_vehicle,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet
8692,2019S006158    ,Dv,2019,8,Agost,2,8,Matí,Turisme,C 220,MERCEDES,Negre,B,5
8693,2019S009831    ,Dv,2019,12,Desembre,20,20,Tarda,Turisme,MEGANE,RENAULT,Gris,B,20
8694,2019S009831    ,Dv,2019,12,Desembre,20,20,Tarda,Turisme,TOYOTA C-HR,TOYOTA,Gris,B,34
8695,2019S003880    ,Dl,2019,5,Maig,20,13,Matí,Motocicleta,SV650,SUZUKI,Negre,A2,1
8696,2019S007018    ,Dm,2019,9,Setembre,10,18,Tarda,Turisme,FOCUS,FORD,Blau,B,5
8697,2019S001302    ,Dl,2019,2,Febrer,18,15,Tarda,Veh. mobilitat personal amb motor, ,ES DESCONEIX,Desconegut,Desconegut,Desconegut
8698,2019S003306    ,Dm,2019,4,Abril,30,13,Matí,Bicicleta,Desconegut,BTWIN,Gris,Desconegut,Desconegut
8699,2019S003306    ,Dm,2019,4,Abril,30,13,Matí,Turisme,FOCUS,FORD,Vermell,B,6
8700,2019S003009    ,Dj,2019,4,Abril,18,8,Matí,Ciclomotor,PEOPKLE S,KYMCO,Negre,B,5
8701,2019S003009    ,Dj,2019,4,Abril,18,8,Matí,Motocicleta,N-MAX,YAMAHA,Negre,B,16
8702,2019S007837    ,Dj,2019,10,Octubre,10,8,Matí,Motocicleta,WW125EX2,HONDA,Desconegut,B,14
8703,2019S007837    ,Dj,2019,10,Octubre,10,8,Matí,Turisme,Desconegut,SUZUKI,Desconegut,B,24
8704,2019S003961    ,Dc,2019,5,Maig,22,19,Tarda,Autobús articulat,7900,VOLVO,Vermell,D,5
8705,2019S003961    ,Dc,2019,5,Maig,22,19,Tarda,Ciclomotor,VITALITY 50,KYMCO,Vermell,AM,13
8706,2019S007389    ,Dc,2019,9,Setembre,25,20,Tarda,Ciclomotor,VESPA LX50,PIAGGIO,Negre,B,19
8707,2019S007389    ,Dc,2019,9,Setembre,25,20,Tarda,Tot terreny,RANGE ROVER EVOQUE,LAND ROVER,Gris,B,20
8708,2019S008609    ,Dc,2019,11,Novembre,6,19,Tarda,Motocicleta,CARNABY 125,PIAGGIO,Groc,B1,7
8709,2019S008609    ,Dc,2019,11,Novembre,6,19,Tarda,Tot terreny,JAGUAR F-PACE,JAGUAR,granate,B,28
8710,2019S000496    ,Ds,2019,1,Gener,19,17,Tarda,Motocicleta,FJS 600,HONDA,Negre,A,10
8711,2019S000496    ,Ds,2019,1,Gener,19,17,Tarda,Motocicleta,MUVI,TORROT,Groc,B,11
8712,2019S005962    ,Ds,2019,7,Juliol,27,8,Matí,Ciclomotor,LEGEND 50 O RY50QT-8,RIYA,Negre,Llicència,11
8713,2019S005962    ,Ds,2019,7,Juliol,27,8,Matí,Furgoneta,EXPERT,PEUGEOT,Blanc,B,26
8714,2019S002689    ,Dv,2019,4,Abril,5,18,Tarda,Ciclomotor,VIVA 2,PEUGEOT,Negre,B,8
8715,2019S002689    ,Dv,2019,4,Abril,5,18,Tarda,Motocicleta,Sport City,APRILIA,Gris,B,25
8716,2019S007072    ,Dv,2019,9,Setembre,13,8,Matí,Motocicleta,AGILITY CITY 125,KYMCO,Desconegut,B,12
8717,2019S007072    ,Dv,2019,9,Setembre,13,8,Matí,Motocicleta,MOVIE 125 XL,KYMCO,Desconegut,A,40
8718,2019S002523    ,Dl,2019,4,Abril,1,12,Matí,Motocicleta,PEOPLE S 1,KYMCO,Vermell,B,17
8719,2019S002523    ,Dl,2019,4,Abril,1,12,Matí,Motocicleta,R 1200 GS,BMW,Gris,A,33
8720,2019S003552    ,Dj,2019,5,Maig,9,1,Nit,Ciclomotor,VIVA 3L,PEUGEOT,Negre,AM,31
8721,2019S002802    ,Dm,2019,4,Abril,9,15,Tarda,Motocicleta,CBF 500,HONDA,Desconegut,A,22
8722,2019S002802    ,Dm,2019,4,Abril,9,15,Tarda,Motocicleta,VT125C,HONDA,Gris,B,31
8723,2019S002802    ,Dm,2019,4,Abril,9,15,Tarda,Turisme,NISSAN X-TRAIL,NISSAN,Blanc,B,23
8724,2019S009609    ,Dv,2019,12,Desembre,13,14,Tarda,Motocicleta,SH 125,HONDA,Marró,B,37
8725,2019S009609    ,Dv,2019,12,Desembre,13,14,Tarda,Turisme,XSARA PICASSO,CITROEN,granate,B,5
8726,2019S008215    ,Dc,2019,10,Octubre,23,15,Tarda,Ciclomotor,VITALITY 50,KYMCO,Negre,AM,1
8727,2019S008215    ,Dc,2019,10,Octubre,23,15,Tarda,Furgoneta,SPRINTER,MERCEDES-BENZ,Groc,B,10
8728,2019S003194    ,Dv,2019,4,Abril,26,11,Matí,Motocicleta,SH 125,HONDA,Negre,B,5
8729,2019S003194    ,Dv,2019,4,Abril,26,11,Matí,Motocicleta,SIXTEEN,SUZUKI,Negre,A1,4
8730,2019S005826    ,Dl,2019,7,Juliol,22,20,Tarda,Motocicleta,YP125R,YAMAHA,Negre,B,8
8731,2019S005826    ,Dl,2019,7,Juliol,22,20,Tarda,Turisme,OPTIMA,KIA,Gris,B,27
8732,2019S001541    ,Dm,2019,2,Febrer,26,15,Tarda,"Camió rígid <= 3,5 tones",CABSTAR,NISSAN,Blanc,B,13
8733,2019S001541    ,Dm,2019,2,Febrer,26,15,Tarda,Turisme,508 ACTIVE,PEUGEOT,Blanc,B,50
8734,2019S009380    ,Dc,2019,12,Desembre,4,20,Tarda,Furgoneta,FIAT DUCATO,FIAT,Desconegut,B,27
8735,2019S009380    ,Dc,2019,12,Desembre,4,20,Tarda,Turisme,OPTIMA,KIA,Gris,B,3
8736,2019S001438    ,Dv,2019,2,Febrer,22,15,Tarda,Motocicleta,MEDLEY,PIAGGIO,Blanc,B,5
8737,2019S001438    ,Dv,2019,2,Febrer,22,15,Tarda,Turisme,GOLF,VOLKSWAGEN,Blanc,B,18
8738,2019S005068    ,Dv,2019,6,Juny,28,10,Matí,Ciclomotor,SH 50,HONDA,Negre,AM,3
8739,2019S005068    ,Dv,2019,6,Juny,28,10,Matí,Turisme,LAGUNA,RENAULT,Gris,B,28
8740,2019S006240    ,Dl,2019,8,Agost,5,19,Tarda,Autobús articulat,NEW CITY MAN A-24GNC,CASTROSUA,Vermell,D,7
8741,2019S006240    ,Dl,2019,8,Agost,5,19,Tarda,Turisme,OCTAVIA,SKODA,Blanc,B,21
8742,2019S007369    ,Dc,2019,9,Setembre,25,10,Matí,Turisme,308 5P ALLURE 1.6 BLUE,PEUGEOT,Blanc,B,9
8743,2019S007369    ,Dc,2019,9,Setembre,25,10,Matí,Turisme,LEON,SEAT,Blanc,B,12
8744,2019S007696    ,Ds,2019,10,Octubre,5,19,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
8745,2019S002597    ,Dc,2019,4,Abril,3,13,Matí,Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut
8746,2019S002597    ,Dc,2019,4,Abril,3,13,Matí,Turisme,MAZDA CX-5,MAZDA,Gris,B,47
8747,2019S006326    ,Dv,2019,8,Agost,9,9,Matí,Turisme,3008 GT LINE PURETECH,PEUGEOT,Gris,Desconegut,Desconegut
8748,2019S000843    ,Dv,2019,2,Febrer,1,7,Matí,Ciclomotor,LIBERTY,PIAGGIO,Negre,B,3
8749,2019S003795    ,Dv,2019,5,Maig,17,7,Matí,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
8750,2019S003795    ,Dv,2019,5,Maig,17,7,Matí,Motocicleta,BURGMAN,SUZUKI,Blau,A,23
8751,2019S005046    ,Dj,2019,6,Juny,27,21,Tarda,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut
8752,2019S005046    ,Dj,2019,6,Juny,27,21,Tarda,Taxi,PRIUS,TOYOTA,Negre/Groc,B,15
8753,2019S010011    ,Dg,2019,12,Desembre,29,16,Tarda,Motocicleta,CZD300-A SP (X-MAX IRO,YAMAHA,Negre,A2,10
8754,2019S010011    ,Dg,2019,12,Desembre,29,16,Tarda,Veh. mobilitat personal amb motor, ,ES DESCONEIX,Negre,Desconegut,Desconegut
8755,2019S007820    ,Dc,2019,10,Octubre,9,20,Tarda,Turisme,TOYOTA PRIUS,TOYOTA,Negre/Groc,B,11
8756,2019S000378    ,Dc,2019,1,Gener,16,0,Nit,Motocicleta,SYMPHONY 1,SYM,Negre,B,21
8757,2019S000378    ,Dc,2019,1,Gener,16,0,Nit,Turisme,FOCUS,FORD,Blau,B,3
8758,2019S000062    ,Dj,2019,1,Gener,3,12,Matí,Furgoneta,JUMPER,CITROEN,Blanc,B,41
8759,2019S000163    ,Dm,2019,1,Gener,8,12,Matí,Turisme,CLIO,RENAULT,Gris,B,55
8760,2019S007164    ,Dm,2019,9,Setembre,17,14,Tarda,Bicicleta, ,BTWIN,Blau,Sense permís,Desconegut
8761,2019S007164    ,Dm,2019,9,Setembre,17,14,Tarda,Veh. mobilitat personal amb motor,M-365,XIAOMI,Negre,Desconegut,Desconegut
8762,2019S001077    ,Dl,2019,2,Febrer,11,8,Matí,"Camió rígid > 3,5 tones",85,DAF-HERMANNS,Blanc,C,2
8763,2019S001077    ,Dl,2019,2,Febrer,11,8,Matí,Ciclomotor,NOVA,EMCO,Verd,Desconegut,Desconegut
8764,2019S001077    ,Dl,2019,2,Febrer,11,8,Matí,Motocicleta,R 1200 GS,BMW,Blau,Desconegut,Desconegut
8765,2019S001077    ,Dl,2019,2,Febrer,11,8,Matí,Motocicleta,SH 300,HONDA,Negre,Desconegut,Desconegut
8766,2019S001077    ,Dl,2019,2,Febrer,11,8,Matí,Turisme,MONDEO,FORD,Verd,Desconegut,Desconegut
8767,2019S000967    ,Dc,2019,2,Febrer,6,13,Matí,Veh. mobilitat personal amb motor,Desconegut,Desconegut,Desconegut,Es desconeix,Desconegut
8768,2019S002682    ,Dv,2019,4,Abril,5,16,Tarda,Motocicleta,AGILITY CITY 125,KYMCO,Negre,B,5
8769,2019S002362    ,Dm,2019,3,Març,26,19,Tarda,Furgoneta,BERLINGO,CITROEN,Blanc,B,13
8770,2019S002362    ,Dm,2019,3,Març,26,19,Tarda,Turisme,LEON,SEAT,Negre,B,13
8771,2019S000273    ,Dv,2019,1,Gener,11,21,Tarda,Motocicleta,CITYSTAR,PEUGEOT,Negre,A,36
8772,2019S000273    ,Dv,2019,1,Gener,11,21,Tarda,Turisme,A-3 2.0,A U D I,Gris,B,13
8773,2019S008901    ,Dl,2019,11,Novembre,18,12,Matí,Taxi,TOYOTA PRIUS PLUS,TOYOTA,Negre/Groc,B,6
8774,2019S008901    ,Dl,2019,11,Novembre,18,12,Matí,Veh. mobilitat personal amb motor, ,ES DESCONEIX,Desconegut,Desconegut,Desconegut
8775,2019S007021    ,Dm,2019,9,Setembre,10,20,Tarda,Motocicleta,YZF-R125,YAMAHA,Negre,B,1
8776,2019S007021    ,Dm,2019,9,Setembre,10,20,Tarda,Turisme,FIAT TIPO,FIAT,Negre/Groc,BTP,4
8777,2019S000628    ,Dc,2019,1,Gener,23,17,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
8778,2019S000628    ,Dc,2019,1,Gener,23,17,Tarda,Ciclomotor,TYPHOON 12,PIAGGIO,Negre,AM,35
8779,2019S005316    ,Dv,2019,7,Juliol,5,12,Matí,"Camió rígid > 3,5 tones",3332B HORMIGONERA,MERCEDES-BENZ,Blanc,C,33
8780,2019S000294    ,Ds,2019,1,Gener,12,21,Tarda,Turisme,CORSA,OPEL,Negre,B,3
8781,2019S000294    ,Ds,2019,1,Gener,12,21,Tarda,Turisme,LEON,SEAT,Blanc,B,7
8782,2019S007042    ,Dc,2019,9,Setembre,11,22,Nit,Autobús,CITTOUR,NOGE,Vermell,D,32
8783,2019S009451    ,Dg,2019,12,Desembre,8,0,Nit,Taxi,CADDY,VOLKSWAGEN,Negre/Groc,B,3
8784,2019S009789    ,Dj,2019,12,Desembre,19,14,Tarda,Motocicleta,MILER 125,KYMCO,Negre,B,14
8785,2019S009789    ,Dj,2019,12,Desembre,19,14,Tarda,Veh. mobilitat personal amb motor,M-365,XIAOMI,Negre,Desconegut,Desconegut
8786,2019S008814    ,Dc,2019,11,Novembre,13,22,Nit,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut
8787,2019S004352    ,Dl,2019,6,Juny,3,13,Matí,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
8788,2019S004352    ,Dl,2019,6,Juny,3,13,Matí,Taxi,OCTAVIA,SKODA,Negre/Groc,B,5
8789,2019S008720    ,Dg,2019,11,Novembre,10,14,Tarda,Motocicleta,SYMPHONY,S.Y.M,Blanc,A,2
8790,2019S008720    ,Dg,2019,11,Novembre,10,14,Tarda,Turisme,307,PEUGEOT,Blau,B,37
8791,2019S000764    ,Dm,2019,1,Gener,29,10,Matí,Motocicleta,YP250R,YAMAHA,Groc,A,50
8792,2019S000764    ,Dm,2019,1,Gener,29,10,Matí,Taxi,PRIUS ECO,TOYOTA,Negre/Groc,B,17
8793,2019S004391    ,Dm,2019,6,Juny,4,15,Tarda,Motocicleta,HW 125,YAMAHA,Gris,A1,2
8794,2019S004391    ,Dm,2019,6,Juny,4,15,Tarda,Motocicleta,PES125,HONDA,Blanc,B,30
8795,2019S003403    ,Dv,2019,5,Maig,3,18,Tarda,Turisme,INDIGO MARINA,TATA,Gris,B,44
8796,2019S003403    ,Dv,2019,5,Maig,3,18,Tarda,Turisme,MEGANE,RENAULT,Blanc,B,11
8797,2019S000729    ,Dl,2019,1,Gener,28,6,Matí,Motocicleta,City,RIEJU,Negre,A2,2
8798,2019S009339    ,Dm,2019,12,Desembre,3,15,Tarda,Furgoneta,TRANSIT CUSTOM,FORD,Blanc,B,4
8799,2019S009339    ,Dm,2019,12,Desembre,3,15,Tarda,Motocicleta,LIBERTY 125,PIAGGIO,Marró,B,31
8800,2019S007280    ,Dv,2019,9,Setembre,20,23,Nit,Furgoneta,CORSA,OPEL,Blanc,B,14
8801,2019S007280    ,Dv,2019,9,Setembre,20,23,Nit,Motocicleta,SH 125,HONDA,Marró,B,16
8802,2019S009039    ,Dv,2019,11,Novembre,22,9,Matí,Bicicleta, ,BTWIN,Negre,B,6
8803,2019S009039    ,Dv,2019,11,Novembre,22,9,Matí,Motocicleta,PEOPLE S 125,KYMCO,Marró,B,6
8804,2019S009039    ,Dv,2019,11,Novembre,22,9,Matí,Turisme,IBIZA,SEAT,Vermell,B,21
8805,2019S002012    ,Dj,2019,3,Març,14,14,Tarda,Motocicleta,UH125G,SUZUKI,Desconegut,B,24
8806,2019S002012    ,Dj,2019,3,Març,14,14,Tarda,Turisme,POLO BLUE MOTION,VOLKSWAGEN,Blanc,B,9
8807,2019S009945    ,Dc,2019,12,Desembre,25,13,Matí,Motocicleta,SES 125,HONDA,Negre,A,13
8808,2019S009945    ,Dc,2019,12,Desembre,25,13,Matí,Turisme,CIVIC 5P 1.6I ES,HONDA,Gris,B,57
8809,2019S009945    ,Dc,2019,12,Desembre,25,13,Matí,Turisme,GOLF,VOLKSWAGEN,Negre,B,32
8810,2019S006195    ,Ds,2019,8,Agost,3,16,Tarda,Turisme,CORSA C BC11,OPEL,Desconegut,B,8
8811,2019S007276    ,Dv,2019,9,Setembre,20,20,Tarda,Motocicleta,SH 300,HONDA,Blanc,B,44
8812,2019S007276    ,Dv,2019,9,Setembre,20,20,Tarda,Turisme,207,PEUGEOT,Negre,B,14
8813,2019S009355    ,Dc,2019,12,Desembre,4,0,Nit,Motocicleta,MTN690-U  (MT-07),YAMAHA,Gris,A2,1
8814,2019S008713    ,Dg,2019,11,Novembre,10,6,Matí,Furgoneta,VIVARO-B,OPEL,Blau,B,23
8815,2019S008713    ,Dg,2019,11,Novembre,10,6,Matí,Turisme,CORSA,OPEL,Blanc,B,13
8816,2019S001270    ,Dg,2019,2,Febrer,17,16,Tarda,Turisme,A4 LIMOUSI,AUDI,Negre,B,26
8817,2019S001270    ,Dg,2019,2,Febrer,17,16,Tarda,Veh. mobilitat personal amb motor,M-365,XIAOMI,Negre,Desconegut,Desconegut
8818,2019S003595    ,Dv,2019,5,Maig,10,12,Matí,Ciclomotor,LIBERTY,PIAGGIO,Blau,AM,1
8819,2019S003595    ,Dv,2019,5,Maig,10,12,Matí,Furgoneta,SEICENTO,FIAT,Blanc,B,25
8820,2019S000761    ,Dm,2019,1,Gener,29,7,Matí,Ciclomotor,HABANA R,APRILIA,Violeta,B,1
8821,2019S000761    ,Dm,2019,1,Gener,29,7,Matí,Turisme,AYGO,TOYOTA,Blanc,B,29
8822,2019S002886    ,Dv,2019,4,Abril,12,7,Matí,Ciclomotor,LIBERTY 50,PIAGGIO,Blau,AM,12
8823,2019S002886    ,Dv,2019,4,Abril,12,7,Matí,Turisme,EOS,VOLKSWAGEN,Negre,B,9
8824,2019S000172    ,Dm,2019,1,Gener,8,20,Tarda,Ciclomotor,SH 50,HONDA,Negre,AM,14
8825,2019S008867    ,Dv,2019,11,Novembre,15,23,Nit,Motocicleta,S02,SILENCE,Vermell,A2,1
8826,2019S008867    ,Dv,2019,11,Novembre,15,23,Nit,Motocicleta,TWEET,PEUGEOT,Blanc,Desconegut,Desconegut
8827,2019S003527    ,Dc,2019,5,Maig,8,9,Matí,Motocicleta,LIBERTY 125,PIAGGIO,Negre,Desconegut,Desconegut
8828,2019S003527    ,Dc,2019,5,Maig,8,9,Matí,Motocicleta,NES 125,HONDA,Gris,Desconegut,Desconegut
8829,2019S003527    ,Dc,2019,5,Maig,8,9,Matí,Motocicleta,SILVER WING,HONDA,Negre,A,31
8830,2019S003527    ,Dc,2019,5,Maig,8,9,Matí,Motocicleta,SUPER DINK 300I,KYMCO,Gris,Desconegut,Desconegut
8831,2019S003527    ,Dc,2019,5,Maig,8,9,Matí,Motocicleta,UX 125,SUZUKI,Negre,Desconegut,Desconegut
8832,2019S003527    ,Dc,2019,5,Maig,8,9,Matí,Turisme,TUCSON,HYUNDAI,Blanc,B,43
8833,2019S002130    ,Dm,2019,3,Març,19,10,Matí,Motocicleta,PX 200,VESPA,Blau,B,41
8834,2019S002130    ,Dm,2019,3,Març,19,10,Matí,Turisme,MERIVA,OPEL,Negre,B,24
8835,2019S006588    ,Dv,2019,8,Agost,23,9,Matí,Motocicleta,MIO 100,S.Y.M,Taronja,B,6
8836,2019S006588    ,Dv,2019,8,Agost,23,9,Matí,Motocicleta,YP125R,YAMAHA,Gris,B,2
8837,2019S006588    ,Dv,2019,8,Agost,23,9,Matí,Turisme,CEE'D,KIA,Vermell,B,11
8838,2019S006635    ,Dl,2019,8,Agost,26,13,Matí,Motocicleta,SH 150,HONDA,Gris,A,26
8839,2019S006635    ,Dl,2019,8,Agost,26,13,Matí,Motocicleta,SH 150,HONDA,Gris,A,26
8840,2019S007350    ,Dm,2019,9,Setembre,24,14,Tarda,Turisme,LEON,SEAT,Negre,B,6
8841,2019S007350    ,Dm,2019,9,Setembre,24,14,Tarda,Turisme,MEGANE,RENAULT,Blanc,B,31
8842,2019S003748    ,Dc,2019,5,Maig,15,19,Tarda,Motocicleta,YAGER GT 300,KYMCO,Vermell,B,8
8843,2019S003748    ,Dc,2019,5,Maig,15,19,Tarda,Turisme,PASSAT,VOLKSWAGEN,Blanc,B,28
8844,2019S009471    ,Dl,2019,12,Desembre,9,10,Matí,Veh. mobilitat personal amb motor, ,ES DESCONEIX,Desconegut,Desconegut,Desconegut
8845,2019S008669    ,Dv,2019,11,Novembre,8,16,Tarda,Motocicleta,X-MAX 125,YAMAHA,Gris,B,17
8846,2019S001104    ,Dl,2019,2,Febrer,11,21,Tarda,Motocicleta,PES,HONDA,Blanc,A1,5
8847,2019S001104    ,Dl,2019,2,Febrer,11,21,Tarda,Taxi,V 220 D,MERCEDES-BENZ,Negre,B,16
8848,2019S008524    ,Dl,2019,11,Novembre,4,19,Tarda,Motocicleta,MONSTER 695,DUCATI,Negre,A,3
8849,2019S008524    ,Dl,2019,11,Novembre,4,19,Tarda,Turisme,A 250,MERCEDES-BENZ,Gris,B,18
8850,2019S009008    ,Dj,2019,11,Novembre,21,15,Tarda,Motocicleta,NSS125AD,HONDA,Gris,B,25
8851,2019S007542    ,Dm,2019,10,Octubre,1,23,Nit,Ciclomotor,ES2,ASKOLL,Blanc,B,9
8852,2019S007542    ,Dm,2019,10,Octubre,1,23,Nit,Veh. mobilitat personal amb motor, ,ES DESCONEIX,Desconegut,Desconegut,Desconegut
8853,2019S007977    ,Dm,2019,10,Octubre,15,8,Matí,Furgoneta,FIAT DUCATO,FIAT,Blanc,B,16
8854,2019S009512    ,Dm,2019,12,Desembre,10,10,Matí,Ciclomotor, ,SYM,Blanc,AM,27
8855,2019S007502    ,Dl,2019,9,Setembre,30,9,Matí,Taxi,ALTEA XL,SEAT,Negre/Groc,B,49
8856,2019S002735    ,Dg,2019,4,Abril,7,21,Tarda,Ciclomotor,ES2,ASKOLL,Blanc,B,2
8857,2019S003367    ,Dj,2019,5,Maig,2,12,Matí,Furgoneta,JUMPY TALLA M BLUEHDI,CITROEN,Desconegut,B,20
8858,2019S004684    ,Dj,2019,6,Juny,13,23,Nit,Motocicleta,LIBERTY 125,PIAGGIO,Gris,B,Desconegut
8859,2019S004684    ,Dj,2019,6,Juny,13,23,Nit,Turisme,SPORTAGE,KIA,Blanc,Desconegut,Desconegut
8860,2019S006618    ,Dg,2019,8,Agost,25,16,Tarda,Ciclomotor,LIBERTY 50 2T,PIAGGIO,Negre,AM,7
8861,2019S006618    ,Dg,2019,8,Agost,25,16,Tarda,Turisme,GOLF,VOLKSWAGEN,Gris,B,4
8862,2019S005085    ,Dj,2019,6,Juny,27,19,Tarda,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
8863,2019S000911    ,Dl,2019,2,Febrer,4,19,Tarda,Taxi,TOLEDO,SEAT,Negre/Groc,B,7
8864,2019S000911    ,Dl,2019,2,Febrer,4,19,Tarda,Veh. mobilitat personal amb motor,"V.M.P. ELECTRIC ""A""",GINYS AMB MOTOR,Blanc,Sense permís,Desconegut
8865,2019S008453    ,Dv,2019,11,Novembre,1,21,Tarda,Ciclomotor,SYMPHONY 50,S.Y.M,Desconegut,AM,2
8866,2019S008453    ,Dv,2019,11,Novembre,1,21,Tarda,Turisme,STONIC,KIA,Gris,B,13
8867,2019S003097    ,Dm,2019,4,Abril,23,14,Tarda,Motocicleta,UX 125,SUZUKI,Negre,B,4
8868,2019S003097    ,Dm,2019,4,Abril,23,14,Tarda,Taxi,TOLEDO,SEAT,Negre/Groc,B,26
8869,2019S006045    ,Dm,2019,7,Juliol,30,11,Matí,Autobús,URBIS DD/BRLH,UNVI,Vermell,D,14
8870,2019S008434    ,Dj,2019,10,Octubre,31,20,Tarda,Altres vehicles amb motor,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut
8871,2019S008434    ,Dj,2019,10,Octubre,31,20,Tarda,Motocicleta,SES 125,HONDA,Gris,B,20
8872,2019S002834    ,Dc,2019,4,Abril,10,13,Matí,Taxi,CADDY,VOLKSWAGEN,Negre/Groc,B,14
8873,2019S003360    ,Dj,2019,5,Maig,2,12,Matí,Motocicleta,SES 125,HONDA,Blau,B,10
8874,2019S003360    ,Dj,2019,5,Maig,2,12,Matí,Turisme,PASSAT 2.0,VOLKSWAGEN,Gris,B,9
8875,2019S005783    ,Dg,2019,7,Juliol,21,9,Matí,Bicicleta,Desconegut,BTWIN,Blau,Desconegut,Desconegut
8876,2019S005783    ,Dg,2019,7,Juliol,21,9,Matí,Turisme,XSARA PICASSO 2C,CITROEN,Gris,B,28
8877,2019S002757    ,Dl,2019,4,Abril,8,12,Matí,Turisme,A 180,MERCEDES,Blanc,B,48
8878,2019S001942    ,Dm,2019,3,Març,12,21,Tarda,Motocicleta,Desconegut,MACBOR,Negre,B,5
8879,2019S001942    ,Dm,2019,3,Març,12,21,Tarda,Motocicleta,FORZA,HONDA,Blanc,B,22
8880,2019S006432    ,Dc,2019,8,Agost,14,20,Tarda,Motocicleta,SH125D,HONDA,Blau,B,5
8881,2019S006432    ,Dc,2019,8,Agost,14,20,Tarda,Turisme,GRAND C4 S,CITROEN,Blanc,B,21
8882,2019S004779    ,Dm,2019,6,Juny,18,18,Tarda,Motocicleta,SPORT CITY CUBE 30,APRILIA,Blanc,A,39
8883,2019S004779    ,Dm,2019,6,Juny,18,18,Tarda,Turisme,A3,AUDI,Altres,B,3
8884,2019S000668    ,Dj,2019,1,Gener,24,21,Tarda,Motocicleta,MP3 300,PIAGGIO,Negre,B,31
8885,2019S000668    ,Dj,2019,1,Gener,24,21,Tarda,Turisme,E 240,MERCEDES,Negre,B,43
8886,2019S005490    ,Dj,2019,7,Juliol,11,11,Matí,Autobús articulat,NEW CITY MAN A-24GNC,CASTROSUA,Vermell,D,11
8887,2019S005490    ,Dj,2019,7,Juliol,11,11,Matí,Furgoneta,FIAT FIORINO,FIAT,Blanc,B,18
8888,2019S001358    ,Dc,2019,2,Febrer,20,15,Tarda,Motocicleta,SES 125,HONDA,Gris,B,26
8889,2019S001358    ,Dc,2019,2,Febrer,20,15,Tarda,Turisme,GOLF,VOLKSWAGEN,Blanc,B,27
8890,2019S006330    ,Dv,2019,8,Agost,9,12,Matí,Furgoneta,BOX.CF CH4.350M 2.8HDI,PEUGEOT,Blanc,B,29
8891,2019S006330    ,Dv,2019,8,Agost,9,12,Matí,Motocicleta,SFV650A,SUZUKI,Negre,A,50
8892,2019S006394    ,Dm,2019,8,Agost,13,1,Nit,Turisme,CIVIC 5P 2.2I,HONDA,Gris,B,3
8893,2019S006394    ,Dm,2019,8,Agost,13,1,Nit,Turisme,I 20,HYUNDAI,Gris,B,22
8894,2019S000716    ,Dg,2019,1,Gener,27,11,Matí,Motocicleta,JET 14,SYM,Negre,B,4
8895,2019S000716    ,Dg,2019,1,Gener,27,11,Matí,Turisme,406,PEUGEOT,Blau,B,36
8896,2019S006711    ,Dj,2019,8,Agost,29,17,Tarda,Ciclomotor,PEOPLE S50,KYMCO,Negre,B,1
8897,2019S006711    ,Dj,2019,8,Agost,29,17,Tarda,Turisme,OUTLANDER,MITSUBISHI,Negre,B,35
8898,2019S004717    ,Dg,2019,6,Juny,16,11,Matí,Autobús articulat,NEW CITY MAN A-24GNC,CASTROSUA,Desconegut,D,12
8899,2019S008191    ,Dc,2019,10,Octubre,23,12,Matí,Motocicleta,SH 150,HONDA,Negre,A2,14
8900,2019S008191    ,Dc,2019,10,Octubre,23,12,Matí,Turisme,307 CC 2.0 143 A,PEUGEOT,Gris,B,25
8901,2019S006964    ,Dg,2019,9,Setembre,8,18,Tarda,Ciclomotor,PEOPLE S50,KYMCO,Negre,AM,14
8902,2019S006964    ,Dg,2019,9,Setembre,8,18,Tarda,Turisme,Superb,SKODA,Blau,B,14
8903,2019S004673    ,Dv,2019,5,Maig,31,17,Tarda,Motocicleta,UH 125,SUZUKI,Desconegut,B,Desconegut
8904,2019S004673    ,Dv,2019,5,Maig,31,17,Tarda,Turisme,Desconegut,Desconegut,Vermell,Desconegut,Desconegut
8905,2019S005623    ,Dl,2019,7,Juliol,15,23,Nit,Motocicleta,SH125AD,HONDA,Blanc,A,1
8906,2019S005623    ,Dl,2019,7,Juliol,15,23,Nit,Veh. mobilitat personal amb motor, ,Desconegut,Desconegut,Desconegut,Desconegut
8907,2019S006426    ,Dc,2019,8,Agost,14,18,Tarda,Autocar,HOOL EXQUI,VAN HOOL,Groc,D,33
8908,2019S006426    ,Dc,2019,8,Agost,14,18,Tarda,Furgoneta,COMBO,OPEL,Blanc,B,1
